Heading,Summary,Link,PostedBy,PostedOnDate
Indian employees may get 11.3 per cent salary hike this year: Hay Group,Employees in India are likely to see their salary rise by an average 11.3 per cent this year with FMCG…,http://www.financialexpress.com/jobs/indian-employees-may-get-11-3-per-cent-salary-hike-this-year-hay-group/35869/,PTI ," January 28, 2015 1:09 PM"
Top 10: Fiction and Non-fiction books,Fiction and Non-fiction books,http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-books/34630/,NA,"January 25, 2015 12:23 AM"
Rajni Kothari passes away at 86,"Eminent scholar and political scientist Rajni Kothari, a former Planning Commission member, died here today at the age of 86…",http://www.financialexpress.com/jobs/rajni-kothari-passes-away-at-86/32100/,PTI ," January 19, 2015 9:45 PM"
Creating a responsible financier,Management education must help resolve the age-old dilemma a responsible financier faces: capitalist profits or socialist financial inclusion?,http://www.financialexpress.com/jobs/creating-a-responsible-financier/34934/,NA,"January 26, 2015 1:55 AM"
"IT sector employees earn highest salary of Rs 341.8/hr, education lowest: Monster India","With a median gross salary of Rs 341.8 per hour, the IT sector in India has emerged as the most lucrative sector in India, according to Monster Salary Index.",http://www.financialexpress.com/jobs/it-sector-employees-earn-highest-salary-of-rs-341-8hr-education-lowest-monster-india/32372/,PTI ," January 20, 2015 3:34 PM"
E-commerce is here. Can jobs be far behind?,Companies are on the lookout for people who understand how e-commerce really works,http://www.financialexpress.com/jobs/e-commerce-is-here-can-jobs-be-far-behind/34933/,NA,"January 26, 2015 1:50 AM"
Mick Jagger starts scholarship in honor of late girlfriend L’Wren Scott,"L’Wren Scott scholarship, established by Mick Jagger, will allow one master’s degree student per year over a period of three years to attend an elite college in London.",http://www.financialexpress.com/jobs/mick-jagger-starts-scholarship-in-honor-of-late-girlfriend-lwren-scott/32269/,PTI ," January 20, 2015 10:28 AM"
Haryana Minister Ram Bilas Sharma stirs row over “saffronisation” of education,Haryana Education Minister Ram Bilas Sharma has kicked up a row with his remarks that the state government was keen to “saffronise” education…,http://www.financialexpress.com/jobs/haryana-minister-ram-bilas-sharma-stirs-row-over-saffronisation-of-education/32488/,PTI ," January 20, 2015 7:59 PM"
Book review ‘The Innovator’s Method’: What an idea,The Innovator’s Method is an interesting book that provides several examples of how innovation can be initiated in different areas…,http://www.financialexpress.com/jobs/book-review-the-innovators-method-what-an-idea/34626/,Madan Sabnavis ," January 25, 2015 12:19 AM"
"Gujarat logs lowest unemployment rate, Sikkim highest: Labour Bureau","Gujarat had the lowest unemployment rate of 1.2 per cent, as per the fourth Annual Employment…",http://www.financialexpress.com/jobs/gujarat-logs-lowest-unemployment-rate-sikkim-highest-labour-bureau/27284/,PTI ," January 7, 2015 9:19 PM"
‘The greatest challenge for online education in India is poor internet connectivity in rural areas’,"The Frederick William Beinecke Professor of Economics and Director of the Project on US-China Relations at Yale University, Richard C Levin is more popular…",http://www.financialexpress.com/jobs/the-greatest-challenge-for-online-education-in-india-is-poor-internet-connectivity-in-rural-areas/26035/,Vikram Chaudhary ," January 5, 2015 12:09 AM"
Indian-American donates USD 2.5 mn to UCLA,Indian-American Mukund Padmanabhan has donated USD 2.5 million for the construction of a new engineering building at the University of California Los Angeles (UCLA).,http://www.financialexpress.com/jobs/indian-american-donates-usd-2-5-mn-to-ucla/29959/,PTI ," January 14, 2015 4:15 PM"
Building of a smart CEO: Spectrum talent Management,"Knowing there is no certain blueprint to follow in order to attain this prestigious title, the CEO is one of the most coveted, and least understood, jobs in a company.",http://www.financialexpress.com/jobs/building-of-a-smart-ceo-spectrum-talent-management/27243/,NA,"January 7, 2015 6:46 PM"
It’s Time For Flexible Hiring,The biggest strength and backbone of any organization are the employees. ,http://www.financialexpress.com/jobs/its-time-for-flexible-hiring/29372/,NA,"January 13, 2015 12:49 PM"
The right way to skill India?,"It’s time industry leaders stop complaining about the increasing skills gap but contribute by training, knowledge-sharing and inspiring",http://www.financialexpress.com/jobs/the-right-way-to-skill-india/28721/,NA,"January 12, 2015 12:08 AM"
Haryana to introduce Bhagavad Gita in curriculum,The BJP government in Haryana proposes to introduce Bhagavad Gita in school curriculum in the state. ,http://www.financialexpress.com/jobs/haryana-to-introduce-bhagavad-gita-in-curriculum/27706/,PTI ," January 8, 2015 10:11 PM"
CWE Exams 2015: IBPS releases online mock test,"Institute of Banking Personnel Selection (IBPS) conducts Common Written Examination (CWE), for the selection of candidates…",http://www.financialexpress.com/jobs/cwe-exams-2015-ibps-releases-online-mock-test/27277/,Anshul ," January 7, 2015 9:08 PM"
Investing in our children,"The Annual Status of Education Report (ASER) should prompt schools to develop an interactive curriculum and pedagogy, which are key factors for transforming education in India",http://www.financialexpress.com/jobs/investing-in-our-children/31612/,NA,"January 19, 2015 1:16 AM"
The art of linking social media with learning,"Until recently, online learning and the traditional format of classroom learning have by and large been restricted by the boundary conditions…",http://www.financialexpress.com/jobs/the-art-of-linking-social-media-with-learning/31629/,NA,"January 19, 2015 3:03 AM"
"Searching for jobs, and then looking for freedom in the Gulf","45% of Indian prisoners abroad jailed in Gulf countries, many of them blue-collar workers.",http://www.financialexpress.com/jobs/searching-for-jobs-and-then-looking-for-freedom-in-the-gulf/27830/,Zeeshan Shaikh ," January 9, 2015 8:41 AM"
"At Barefoot College, where skill is valued more than degrees","In the small activity centre in Tilonia, students are hard at work. In one room, six women are busy making cotton sanitary…",http://www.financialexpress.com/jobs/at-barefoot-college-where-skill-is-valued-more-than-degrees/26967/,NA,"January 7, 2015 12:10 PM"
Editorial: Grading For Jobs,UGC’s new semester system and credit-based grading are exactly the reforms our varsities need,http://www.financialexpress.com/jobs/editorial-grading-for-jobs/29208/,The Financial Express ," January 13, 2015 12:13 AM"
EntrancePrime announces JEE Calibrate – free online test for JEE aspirants,"EntrancePrime, an online test preparation portal, has announced launch of ‘Free All India Online JEE Simulation.",http://www.financialexpress.com/jobs/entranceprime-announces-jee-calibrate-free-online-test-for-jee-aspirants/27250/,FE Online ," January 7, 2015 7:05 PM"
Facebook most popular social network: US study,Facebook is by far the most popular social media website with its large base of “very active” users visiting the site daily…,http://www.financialexpress.com/jobs/facebook-most-popular-social-network-us-study/28705/,PTI ," January 11, 2015 9:29 PM"
No ban on mention of pigs or pork products in our titles: Oxford University Press,Oxford University Press said it has not issued any guidelines to its authors asking them to refrain…,http://www.financialexpress.com/jobs/no-ban-on-mention-of-pigs-or-pork-products-in-our-titles-oxford-university-press/30503/,PTI ," January 15, 2015 8:15 PM"
"Tata Motors’ Jaguar Land Rover to add 1,300 new jobs in UK","Tata Motors-owned Jaguar Land Rover (JLR) is set to announce 1,300 new jobs at its UK plant to build…",http://www.financialexpress.com/jobs/tata-motors-jaguar-land-rover-to-add-1300-new-jobs-in-uk/28696/,PTI ," January 11, 2015 8:56 PM"
Delhi University agrees to hand over medical college to Delhi govt,A row is brewing within Delhi University over its acceptance of a central decision for the transfer of University College of Medical Sciences…,http://www.financialexpress.com/jobs/delhi-university-agrees-to-hand-over-medical-college-to-delhi-govt/28700/,PTI ," January 11, 2015 9:16 PM"
Unemployment rate up at 4.9% in 2013-14: Labour Bureau,"Gujarat had lowest unemployment rate in the country last fiscal at 1.2 per cent, while Sikkim had the highest….",http://www.financialexpress.com/jobs/unemployment-rate-up-at-4-9-in-2013-14-labour-bureau/27365/,PTI ," January 8, 2015 9:15 AM"
We shouldn’t be ashamed of our ancient science glory: Harsh Vardhan,"Union Science and Technology Minister Harsh Vardhan today defended the paper which talked about the existence of aeroplanes 7,000 years ago…",http://www.financialexpress.com/jobs/we-shouldnt-be-ashamed-of-our-ancient-science-glory-harsh-vardhan/27750/,PTI ," January 8, 2015 9:56 PM"
Going beyond the campus,"Do we really need multiple acres of land, furnished with hostels, libraries & lecture halls, providing only one kind of knowledge?",http://www.financialexpress.com/jobs/going-beyond-the-campus/31611/,NA,"January 19, 2015 1:05 AM"
CBSE announces revised schedule of Class XII exam,CBSE board exams for Class X and Class XII will begin from March 2…,http://www.financialexpress.com/jobs/cbse-announces-revised-schedule-of-class-xii-exam/29364/,FE Online ," January 13, 2015 12:56 PM"
Gearing up for the new generation of IT skills,The focus of educational institutions has to shift from mass output of potential coders to niche programming talent with the new skills in demand…,http://www.financialexpress.com/jobs/gearing-up-for-the-new-generation-of-it-skills/26056/,Uma Ganesh ," January 5, 2015 12:32 AM"
Coal India to hire around 800 executives,Coal India Ltd is likely to take on board around 800 executives in the next two months.,http://www.financialexpress.com/jobs/coal-india-to-hire-around-800-executives/25917/,PTI ," January 4, 2015 12:38 PM"
Continued impetus on education reforms needed,Laws to protect original and authentic content in the larger interest of students and the education fraternity; digitisation in schools; and clarity in tax regime for e-books needed,http://www.financialexpress.com/jobs/continued-impetus-on-education-reforms-needed/26032/,NA,"January 5, 2015 12:05 AM"
On dreams: Smriti Irani says proud to have washed hotel dishes 15 year ago,"Batting for giving respectability to the skills programme, HRD Minister Smriti Irani today said the initiative can become successful…",http://www.financialexpress.com/jobs/on-dreams-smriti-irani-says-proud-to-have-washed-hotel-dishes-15-year-ago/26654/,PTI ," January 6, 2015 5:17 PM"
IBPS candidates protests against job cuts,"The activists of All India Student’s Association (AISA) were seen protesting against job cuts at Patel Chowk, New Delhi on Tuesday.",http://www.financialexpress.com/jobs/ibps-candidates-protests-against-job-cuts/27260/,Anshul ," January 7, 2015 8:39 PM"
On the shelf,"Global Governance, Civil Society and Participatory Democracy: A View from Below Nigel Martin & Rajesh Tandon Academic Foundation R795 Pp 188 In order to democratise governance at the global level, it is imperative to ensure that the voices of ordinary citizens, especially the most excluded, are heard and acted upon. What forms of direct citizen […]",http://www.financialexpress.com/jobs/on-the-shelf-9/25839/,NA,"January 4, 2015 12:18 AM"
IIT Delhi Director resignation row: HRD ministry probing legality of MoU,"With the resignation of IIT Delhi Director kicking up a row, government today said it has set up a committee to look into the legality…",http://www.financialexpress.com/jobs/iit-delhi-director-resignation-row-hrd-ministry-probing-legality-of-mou/24294/,PTI ," December 29, 2014 11:08 PM"
Connecting our classes by 2020,A connected education system can be achieved by 2020. It is only a matter of bringing together different technologies and stakeholders,http://www.financialexpress.com/jobs/connecting-our-classes-by-2020/23955/,NA,"December 29, 2014 1:56 AM"
"Rural jobs: Rs 1,000 crore ‘misappropriated’",Amid a debate on reviewing the Mahatma Gandhi National Rural Employment Guarantee Act…,http://www.financialexpress.com/jobs/rural-jobs-rs-1000-crore-misappropriated/23547/,NA,"December 27, 2014 8:45 AM"
"Now, a US Green card in less than a year!","2014 marks the first year in the 24 years of the EB-5 Programthat saw the number of applications crossing the 10,000 per annum quota…",http://www.financialexpress.com/jobs/now-a-us-green-card-in-less-than-a-year/23282/,NA,"December 26, 2014 4:28 PM"
‘Cost’ no more a barrier for entrepreneurs to leverage e-commerce solutions,"Before getting to how young entrepreneurs can leverage their business using e-​commerce solutions, let us first ponder…",http://www.financialexpress.com/jobs/cost-no-more-a-barrier-for-entrepreneurs-to-leverage-e-commerce-solutions/23289/,NA,"December 26, 2014 4:32 PM"
Yearender: Executives get 10-12% pay hike; more women join boards in 2014,"‘Achche Din’ seem to have come already for top executives at Indian companies, who have got an average pay hike of 10-12 per cent in 2014…",http://www.financialexpress.com/jobs/yearender-executives-get-10-12-pay-hike-more-women-join-boards-in-2014/22753/,PTI ," December 24, 2014 2:53 PM"
Jobs at startups: 5 things to consider before accepting,"Startups are on many people’s radar, not just venture capitalists…",http://www.financialexpress.com/jobs/jobs-at-startups-5-things-to-consider-before-accepting/24596/,FE Online ," December 30, 2014 7:10 PM"
Schools to remain closed on Christmas: CBSE,Close on the heels of the controversy surrounding the observance of good governance day on Christmas day…,http://www.financialexpress.com/jobs/schools-to-remain-closed-on-christmas-cbse/22270/,PTI ," December 23, 2014 9:56 AM"
Manufacturing jobs,"In 2015, India should position itself as a key player in the technology-driven paradigm shift taking place in manufacturing",http://www.financialexpress.com/jobs/manufacturing-jobs/23956/,NA,"December 29, 2014 2:01 AM"
"Top words of 2014: Vape, culture, photobomb, overshare Zafri Mudasser Nofil","Terms like ‘vape’, ‘culture’, ‘photobomb’, ‘overshare’ and ‘heart emoji’ were significant throughout the past 12 months and have been…",http://www.financialexpress.com/jobs/top-words-of-2014-vape-culture-photobomb-overshare-zafri-mudasser-nofil/24103/,PTI ," December 29, 2014 12:57 PM"
Prime Minister Narendra Modi launches new scheme to boost teachers training,Prime Minister Narendra Modi today mooted introducing a five-year training course…,http://www.financialexpress.com/jobs/prime-minister-narendra-modi-launches-new-scheme-to-boost-teachers-training/23063/,PTI ," December 25, 2014 4:27 PM"
"PM Narendra Modi bats for giving universities more freedom, autonomy",Prime Minister Narendra Modi also stresses that ease of doing research is as important as ease of doing business.,http://www.financialexpress.com/jobs/pm-narendra-modi-bats-for-giving-universities-more-freedom-autonomy/25635/,PTI ," January 3, 2015 1:33 PM"
IIT Delhi faculty asks Director R Shevgaonkar to withdraw resignation,The IIT Delhi faculty forum on Tuesday requested Director R Shevgaonkar to withdraw his resignation over which a controversy had erupted…,http://www.financialexpress.com/jobs/iit-delhi-faculty-asks-director-r-shevgaonkar-to-withdraw-resignation/24696/,PTI ," December 31, 2014 6:15 AM"
"UIIC Assistant recruitment 2014-15: Admit cards out, exams on 3rd, 4th Jan",United India Insurance Company Limited (UIIC) has released the admit cards of the candidates…,http://www.financialexpress.com/jobs/uiic-assistant-recruitment-2014-15-admit-cards-out-exams-on-3rd-4th-jan/24436/,Akash Sinha ," December 30, 2014 12:19 PM"
CAT examinations topper brings technology to CAT Coaching – India’s biggest classroom,"In 2007, Byju Raveendran started coaching a handful of students for India’s most competitive Common Admission Test (CAT) Examination…",http://www.financialexpress.com/jobs/cat-examinations-topper-brings-technology-to-cat-coaching-indias-biggest-classroom/22767/,NA,"December 27, 2014 6:39 PM"
"As IIT-Delhi Director quits, HRD firefights, says no role","A row erupted over resignation of the IIT-Delhi Director over the issue of salary dues of Subramanian Swamy, former IIT-Delhi faculty, who is now a BJP functionary.",http://www.financialexpress.com/jobs/as-iit-delhi-director-quits-hrd-firefights-says-no-role/24022/,Express News Service ," December 29, 2014 8:38 AM"
"IIT Delhi’s Sachin Tendulkar, Subramanian Swamy row: Boost for Raghunath Shevgaonkar, asso tells Smriti Irani’s HRD Ministry to lay off","The IIT Delhi Alumni Association today came out in support of Raghunath Shevgaonkar, who quit as Director amid a controversy over alleged pressure by Smriti Irani’s HRD Ministry. ",http://www.financialexpress.com/jobs/iit-delhi-sachin-tendulkar-subramanian-swamy-row-boost-for-raghunath-shevgaonkar-asso-tells-smriti-iranis-hrd-ministry-to-lay-off/24188/,PTI ," December 29, 2014 4:06 PM"
Replace history books written by Britishers: Subramanian Swamy,"BJP leader Subramanian Swamy today advocated replacing history books written by Britishers in pre-Independence era, alleging they had “distorted” facts about India. Addressing students at Banaras Hindu University’s Swatantrata Bhawan hall, he said the history books written by Indians should be promoted instead of the ones written by the Britishers. Swamy said that even in […]",http://www.financialexpress.com/jobs/replace-history-books-written-by-britishers-subramanian-swamy/23775/,PTI ," December 27, 2014 10:25 PM"
CAT 2014: Common Admission Test results to be declared on December 27,Result of Common Admission Test (CAT) 2014 for admission in IIMs and other prestigious…,http://www.financialexpress.com/jobs/cat-2014-results-to-be-declared-on-december-27/22437/,PTI ," December 23, 2014 5:09 PM"
Top 10: Fiction and non-fiction,Fiction: Half Girlfriend Chetan Bhagat Rupa R176 Your Dreams Are Mine Now Ravinder Singh Penguin R175 Adultery Paulo Coelho Inferno Dan Brown Gone Girl Gillian Flynn Gray Mountain John Grisham The Winner’s Curse Dee Walker Chasing Tomorrow Sidney Sheldon The Escape David Baldacci Fifty Shades of Grey EL James Non-Fiction Playing it My Way Sachin […],http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-5/25840/,NA,"January 4, 2015 12:20 AM"
Animal instincts,"We bring to you a selection of some fascinating photographs of Indian wildlife from conservationist Valmik Thapar’s new book, Wildfire",http://www.financialexpress.com/jobs/animal-instincts/25838/,NA,"January 4, 2015 12:17 AM"
"CAT 2014 results: 100 percentile score notched up by 15 boys and one girl, Neha Manglik","The Common Admission Test (CAT 2014) are to be declared today, with thousands…",http://www.financialexpress.com/jobs/cat-2014-results-to-be-declared-on-december-27th/23736/,FE Online ," December 28, 2014 9:58 PM"
"Recruitment 2015: Top 10 trends that will define talent matchmaking, hiring",Matching jobs and candidates has gained hugely in importance and we list here the trends likely to dominate in 2015…,http://www.financialexpress.com/jobs/recruitment-2015-top-10-trends-that-will-define-talent-matchmaking-hiring/23457/,NA,"December 26, 2014 10:09 PM"
"IIT Delhi Director Raghunath Shevgaonkar resigns amid Sachin Tendulkar, Subramanian Swamy row; Smriti Irani orders meet",IIT Delhi Director Raghunath K S Shevgaonkar has resigned with more than two years of his tenure left amid a controversy over the…,http://www.financialexpress.com/jobs/iit-delhi-director-resigns-amid-controversy-smriti-irani-orders-meet/23954/,PTI ," December 29, 2014 2:04 PM"
"India Inc promises 10 lakh new jobs, up to 40 pct salary hike in new year 2015","The average salary increments may also be higher in the range of 15-20 per cent, as against 10-12 per cent across various sectors during 2014. ",http://www.financialexpress.com/jobs/india-inc-promises-10-lakh-new-jobs-up-to-40-pct-salary-hike-in-2015/25150/,PTI ," January 2, 2015 10:40 AM"
2015: The year of execution,"For the Indian education and skill development sector, if 2014 can be called the year of promises, 2015 should be the year of execution",http://www.financialexpress.com/jobs/2015-the-year-of-execution/23957/,NA,"December 29, 2014 2:09 AM"
HCL Technologies launches viral videos that help hire best talent,HCL’s Hiral videos are creatively designed job description videos that appeal to right candidate through their viral-watching connects.,http://www.financialexpress.com/jobs/hcl-technologies-launches-viral-videos-that-help-hire-best-talent/20983/,FE Online ," December 19, 2014 1:56 PM"
UGC to varsities: Observe X’mas day as ‘Good Governance Day’,UGC has asked universities across the country to observe December 25 as ‘Good Governance Day’ amid the controversy…,http://www.financialexpress.com/jobs/ugc-to-varsities-observe-xmas-day-as-good-governance-day/20856/,PTI ," December 19, 2014 5:40 AM"
UIIC AO Main Exam 2014: All you need to know,Main exam for recruitment in the cadre of Administrative officers for United India Insurance Company (UIIC) has been scheduled for December 28. ,http://www.financialexpress.com/jobs/uiic-ao-main-exam-2014-all-you-need-to-know/21009/,FE Online ," December 19, 2014 4:30 PM"
Google plans to open own campus in Hyderabad,Internet giant Google plans to open its own “permanent and big” campus in Hyderabad.,http://www.financialexpress.com/jobs/google-plans-to-open-own-campus-in-hyderabad/21663/,PTI ," December 22, 2014 9:23 AM"
Top 10: Fiction and Non-fiction,Fiction: Half Girlfriend Chetan Bhagat Rupa R176 Your Dreams Are Mine Now Ravinder Singh Penguin R175 Gone Girl (film tie-in) Gillian Flynn Gray Mountain John Grisham Inferno Dan Brown The Winner’s Curse Dee Walker Adultery Paulo Coelho Chasing Tomorrow Sidney Sheldon Fifty Shades of Grey EL James Dancing with Demons Nidhie Sharma Non-Fiction: Playing it […],http://www.financialexpress.com/jobs/top-10-fiction-and-non-fiction-4/21611/,NA,"December 21, 2014 12:40 AM"
5 reasons why talent network members are critical to your recruitment strategy,"A skills gap problem has been growing in India, and it is impacting employers across the country.",http://www.financialexpress.com/jobs/5-reasons-why-talent-network-members-are-critical-to-your-recruitment-strategy/19402/,NA,"December 15, 2014 3:27 PM"
"IIT-Guwahati prof accused of rape by office assistant, held","The dean of academic affairs at the IIT here has been arrested for allegedly raping an office assistant, a senior police officer said on Tuesday. “A case was registered against IIT Guwahati Professor Alok Kumar Ghosal at the Panbazar Women police station here… He was brought to the police station for examination last night and […]",http://www.financialexpress.com/jobs/iit-guwahati-prof-accused-of-rape-by-office-assistant-held/20027/,PTI ," December 17, 2014 4:15 AM"
Smart jobs for smart cities,"Data analytics, programming, high-end consulting, system and network integration are going to be the in-demand jobs",http://www.financialexpress.com/jobs/smart-jobs-for-smart-cities/21796/,NA,"December 22, 2014 12:03 AM"
Training India’s informal workforce,Millions of Indians who are leaving overcrowded farms are being absorbed by the informal economy rather than the large firms that policy-makers are apparently banking on,http://www.financialexpress.com/jobs/training-indias-informal-workforce/21797/,NA,"December 22, 2014 12:04 AM"
Computer Education: The raison d’etre,Children today are exposed to a wide presence of computers (in homes and elsewhere)…,http://www.financialexpress.com/jobs/computer-education-the-raison-detre/19788/,NA,"December 16, 2014 3:29 PM"
Jaipur Literature Festival: Calling all lit lovers,"The countdown to Jaipur Literature Festival, the annual carnival for book enthusiasts, has begun",http://www.financialexpress.com/jobs/jaipur-literature-festival-calling-all-lit-lovers/21598/,Kunal Doley ," December 21, 2014 12:13 AM"
"Flipkart, OLA Cabs, major recruiters in IIT Madras placement; salary ranges from Rs 10-20 lakh","As many 65 start up companies participated in first phase placement at the Indian Institute of Technology, Madras.",http://www.financialexpress.com/jobs/flipkart-ola-cabs-major-recruiters-in-iit-madras-placement-salary-ranges-from-rs-10-20-lakh/21417/,PTI ," December 20, 2014 2:26 PM"
IIT Kharagpur bags maximum jobs compared to other IITs,"As the first phase of placements drew to a close, IIT Kharagpur students have got the maximum number of jobs as compared to other IITs…",http://www.financialexpress.com/jobs/iit-kharagpur-bags-maximum-jobs-compared-to-other-iits/21679/,PTI ," December 22, 2014 9:24 AM"
Global cos to hire most from India: Pepsico India chief D Shivakumar,"Global companies will hire the most from India in the coming years but it will be the most difficult place to recruit after Japan, Pepsico India chief D Shivakumar said on Tuesday. ",http://www.financialexpress.com/jobs/global-cos-to-hire-most-from-india-pepsico-india-chief-d-shivakumar/20014/,PTI ," December 17, 2014 3:37 AM"
Sharad Yadav writes to PM Narendra Modi on alleged irregularities in Staff Selection Commission exams,Janata Dal (United) president Sharad Yadav has written to Prime Minister Narendra Modi seeking…,http://www.financialexpress.com/jobs/sharad-yadav-writes-to-pm-narendra-modi-on-alleged-irregularities-in-staff-selection-commission-exams/20955/,PTI ," December 19, 2014 12:57 PM"
Mecca: The divine order,Mecca: The Sacred City is a monograph on the simultaneously temporal and sacred nature of Islam’s holiest city ,http://www.financialexpress.com/jobs/mecca-the-divine-order/21609/,Sarthak Ray ," December 21, 2014 12:35 AM"
IIT-Indore student offered Rs 1.7 cr salary package by Google,Google’s offer to Gaurav Agarwal is one of the highest salary packages offered during campus placements at IITs across India.,http://www.financialexpress.com/jobs/iit-indore-student-offered-rs-1-7-cr-salary-package-by-google/19432/,PTI ," December 15, 2014 4:32 PM"
Government plans to set up skill development university,"As it tries to give an impetus to vocational training in the country, the government is considering a plan to set up an university for skill development…",http://www.financialexpress.com/jobs/government-plans-to-set-up-skill-development-university/21648/,ENS Economic Bureau ," December 21, 2014 10:55 AM"
​​4 Steps to kickstart your mobile recruitment strategy,Sometimes the hardest part of running a race is getting started.,http://www.financialexpress.com/jobs/%e2%80%8b%e2%80%8b4-steps-to-kickstart-your-mobile-recruitment-strategy/20954/,NA,"December 19, 2014 12:50 PM"
Reducing babus’ retirement age to 58: ‘Fake’ questions worry FM Arun Jaitley,A “fake” Parliament question and answer related to retirement age of government employees was circulating on social media…,http://www.financialexpress.com/jobs/reducing-babus-retirement-age-to-58-fake-questions-worry-fm-arun-jaitley/21241/,PTI ," December 19, 2014 10:10 PM"
ON THE SHELF,"In @War, Harris delves into the frontlines of the new cyber war and explains what the new cyber-security…",http://www.financialexpress.com/jobs/on-the-shelf-7/21610/,NA,"December 21, 2014 12:37 AM"
Gurus of Chaos: Investment theory,"Gurus of Chaos, a book on how to work the stock market, is easy to read and in which every tip makes a lot of sense",http://www.financialexpress.com/jobs/gurus-of-chaos-investment-theory/21607/,Madan Sabnavis ," December 21, 2014 12:26 AM"
Hold as many TETs as possible: Madras High Court to Tamil Nadu Govt,In order to fill up the plenty of existing vacancies for qualified teachers in state-run and aided schools across the state…,http://www.financialexpress.com/jobs/hold-as-many-tets-as-possible-madras-high-court-to-tamil-nadu-govt/21564/,PTI ," December 20, 2014 8:46 PM"
IMT Ghaziabad launches analytics lab in association with Genpact,"IMT Ghaziabad, one of the top ranked B schools in the NCR region, in association with Genpact has announced the launch of an analytics lab.",http://www.financialexpress.com/jobs/imt-ghaziabad-launches-analytics-lab-in-association-with-genpact/20297/,NA,"December 17, 2014 7:08 PM"
CAT 2014 results may be announced soon; All you need to know on IIM admission status,Common Admission Test (CAT) 2014 results date may be announce soon…,http://www.financialexpress.com/jobs/cat-2014-results-may-be-announced-soon/22135/,Akash Sinha ," December 27, 2014 6:45 PM"
Personality outsmarts intelligence at school,Personality is more important than intelligence when it comes to success in education.,http://www.financialexpress.com/jobs/personality-outsmarts-intelligence-at-school/20746/,PTI ," December 18, 2014 7:34 PM"
Colours of the Cage: No holds barred,"Colours of the Cage is a funny yet poignant memoir that exposes India’s broken judicial, police and penitentiary systems",http://www.financialexpress.com/jobs/colours-of-the-cage-no-holds-barred/21608/,Anirudh Vohra ," December 21, 2014 12:32 AM"
What does TOP really mean when it comes to Schools or Universities?,Assessing the respective merits of schools and universities is an annual nightmare for countless students and their parents.,http://www.financialexpress.com/jobs/what-does-top-really-mean-when-it-comes-to-schools-or-universities/19393/,NA,"December 15, 2014 3:32 PM"
"IIT, Madras campus placements Day 7: Capgemini India tops with 12 offers","Campus placements at Indian Institute of Technology, Madras (IIT, Madras) are continuing at full swing…",http://www.financialexpress.com/jobs/iit-madras-campus-placements-day-7-capgemini-india-tops-with-12-offers/17392/,FE Online ," December 9, 2014 9:31 PM"
Changing face of recruitment system needs talent stock exchange,Talent crunch is often quoted as a serious problem by companies across different industry sectors. ,http://www.financialexpress.com/jobs/changing-face-of-recruitment-system-needs-talent-stock-exchange/17354/,NA,"December 9, 2014 6:55 PM"
Hiring activity up 13% in November: Naukri,Hiring activity witnessed a 13 per cent rise year-on-year in November with all key sectors led by accounting and telecom registering robust growth…,http://www.financialexpress.com/jobs/hiring-activity-up-13-in-november-naukri/17212/,PTI ," December 9, 2014 1:38 PM"
Madras High Court upholds fee structure for MBBS and BDS courses,"The Madras High Court has upheld the fee structure fixed for students, doing their MBBS and BDS courses in Raja Muthiah Medical College…",http://www.financialexpress.com/jobs/madras-high-court-upholds-fee-structure-for-mbbs-and-bds-courses/16487/,PTI ," December 6, 2014 9:07 PM"
Ready-to-hire skills: A long haul for aerospace engineering studies,"The Indian aerospace industry is one of the fastest growing markets in the world with civil, defence and space segments showing significant growth potential.",http://www.financialexpress.com/jobs/ready-to-hire-skills-a-long-haul-for-aerospace-engineering-studies/19203/,NA,"December 15, 2014 12:19 AM"
Earthly approach: Making Growth Happen in India,Making Growth Happen in India focuses on the ‘design’ and ‘delivery’ of several government schemes meant for the less privileged in the country,http://www.financialexpress.com/jobs/earthly-approach-making-growth-happen-in-india/16522/,Madan Sabnavis ," December 7, 2014 12:03 AM"
Skills gaining currency in Make in India movement,Skills is a subject that has gained a lot of currency lately with every state and the Centre focussing upon this as well…,http://www.financialexpress.com/jobs/skills-gaining-currency-in-make-in-india-movement/16691/,NA,"December 8, 2014 12:28 AM"
IIT Hyderabad launches online repository of research archives,IIT Hyderabad launched its repository containing all scholarly content authored by its academic community.,http://www.financialexpress.com/jobs/iit-hyderabad-launches-online-repository-of-research-archives/16301/,PTI ," December 6, 2014 11:33 AM"
Leadership through a difficult situation,"Let me try to take an example of a difficult situation that I have seen through, try to observe…",http://www.financialexpress.com/jobs/leadership-through-a-difficult-situation/17700/,NA,"December 10, 2014 6:08 PM"
Over 50% job aspirants unhappy with application process,"With most of the companies treating recruiting exercise with an element of indifference, only half of respondents globally…",http://www.financialexpress.com/jobs/over-50-job-aspirants-unhappy-with-application-process/19108/,PTI ," December 14, 2014 3:12 PM"
"IIT, Madras campus placement: Robert Bosch emerges top on day 5","Campus placement season has become better at IIT, Madras with as many as 669 offers being made to their students.",http://www.financialexpress.com/jobs/iit-madras-campus-placements-lt-pwc-india-and-deloitte-made-offers/16560/,Heena Khandelwal ," December 7, 2014 11:39 AM"
